rank,tier,name,url,gold,silver,bronze,points,country,region,city,occupation,organization,YM,name_id,rank_name_id,latest_rank
709,expert,豆丁的丁豆(Ding Dou),https://www.kaggle.com/dbwlalagaga,1,1,1,12292,China,Henan,Luoyang,UNKOWN,UNKOWN,2021-12,豆丁的丁豆(Ding Dou) (dbwlalagaga),[Rank: 1000+] 豆丁的丁豆(Ding Dou) (dbwlalagaga),1001.0
710,expert,MDFam,https://www.kaggle.com/bgesas,0,3,3,12289,Thailand,Bangkok,Bangkok,R&D,S,2021-12,MDFam (bgesas),[Rank: 1000+] MDFam (bgesas),1001.0
711,expert,tensor choko,https://www.kaggle.com/tensorchoko,0,0,2,12285,Japan,Kanagawa,Kawasaki,UNKOWN,UNKOWN,2021-12,tensor choko (tensorchoko),[Rank: 395] tensor choko (tensorchoko),395.0
712,master,Saber,https://www.kaggle.com/yzheng21,1,2,0,12283,China,Shanghai,Shanghai,Data Scientist,UNKOWN,2021-12,Saber (yzheng21),[Rank: 154] Saber (yzheng21),154.0
713,master,Vladimir Larin,https://www.kaggle.com/vlarine,2,10,19,12264,Russia,UNKOWN,Moscow,Senior ML Engineer,SberDevices,2021-12,Vladimir Larin (vlarine),[Rank: 888] Vladimir Larin (vlarine),888.0
714,expert,EnricRovira,https://www.kaggle.com/enric1296,0,3,2,12246,Spain,Community of Madrid,Madrid,DataScientist,Aeroengy,2021-12,EnricRovira (enric1296),[Rank: 948] EnricRovira (enric1296),948.0
715,expert,Vishnu Subramanian,https://www.kaggle.com/vishnus,0,6,2,12237,India,Karnataka,Bengaluru,"Jarvislabs.ai - Simple, fast, and modern GPU cloud for AI.",Jarvislabs.ai,2021-12,Vishnu Subramanian (vishnus),[Rank: 1000+] Vishnu Subramanian (vishnus),1001.0
716,master,Ivan Aerlic,https://www.kaggle.com/ivanaerlic,1,2,0,12224,Australia,Victoria,Melbourne,Salesforce Developer,Smartapps,2021-12,Ivan Aerlic (ivanaerlic),[Rank: 221] Ivan Aerlic (ivanaerlic),221.0
717,expert,Nin7a1,https://www.kaggle.com/nin7a1,0,3,2,12204,China,Shanghai,Shanghai,Student,SJTU,2021-12,Nin7a1 (nin7a1),[Rank: 912] Nin7a1 (nin7a1),912.0
718,expert,Kirill Tushin,https://www.kaggle.com/neibyr,0,3,5,12190,Russia,UNKOWN,Moscow,Data Scientist,Sber AI Lab,2021-12,Kirill Tushin (neibyr),[Rank: 1000+] Kirill Tushin (neibyr),1001.0
719,expert,Christian Sims,https://www.kaggle.com/christiansims,2,0,0,12170,United States,Illinois,Chicago,UNKOWN,UNKOWN,2021-12,Christian Sims (christiansims),[Rank: 1000+] Christian Sims (christiansims),1001.0
720,expert,Hyper-Positive-Yancy,https://www.kaggle.com/shinnyayoshida,1,1,0,12138,Japan,Tokyo,Tokyo,Engineer,IIT corp,2021-12,Hyper-Positive-Yancy (shinnyayoshida),[Rank: 700] Hyper-Positive-Yancy (shinnyayoshida),700.0
721,master,copasta,https://www.kaggle.com/copasta,1,6,4,12128,Japan,Tokyo,Tokyo,ML Engineer,hoge,2021-12,copasta (copasta),[Rank: 391] copasta (copasta),391.0
722,expert,tk,https://www.kaggle.com/tanakar,0,2,1,12112,Japan,Osaka,Osaka,UNKOWN,UNKOWN,2021-12,tk (tanakar),[Rank: 261] tk (tanakar),261.0
723,expert,Vaibhav Shukla,https://www.kaggle.com/yeeshu11,0,3,2,12071,India,Karnataka,Bengaluru,Data Scientist,Citi,2021-12,Vaibhav Shukla (yeeshu11),[Rank: 1000+] Vaibhav Shukla (yeeshu11),1001.0
724,expert,rauta,https://www.kaggle.com/rautaki0127,0,2,2,12050,Japan,Tokyo,Tokyo,Data Scientist,Japan,2021-12,rauta (rautaki0127),[Rank: 1000+] rauta (rautaki0127),1001.0
725,expert,learner,https://www.kaggle.com/hwigeon,0,4,3,12009,South Korea,Gyeonggi-do,Yongin-si,Studying AI,home,2021-12,Hwigeon Oh (hwigeon),[Rank: 408] Hwigeon Oh (hwigeon),408.0
726,master,interneuron,https://www.kaggle.com/interneuron,1,6,3,12003,United States,Texas,Austin,neuroscience,UNKOWN,2021-12,interneuron (interneuron),[Rank: 1000+] interneuron (interneuron),1001.0
727,expert,x5or6,https://www.kaggle.com/wuzimu,0,1,5,11949,India,Delhi,New Delhi,Learning,Kaggle / Codeforces,2021-12,x5or6 (wuzimu),[Rank: 1000+] x5or6 (wuzimu),1001.0
728,expert,Firat Gonen,https://www.kaggle.com/frtgnn,0,6,5,11899,Turkey,İstanbul,İstanbul,Head of Data Science & Analytics,GETIR,2021-12,Firat Gonen (frtgnn),[Rank: 1000+] Firat Gonen (frtgnn),1001.0
729,expert,Sxwat,https://www.kaggle.com/aybatov,0,1,1,11886,Russia,UNKOWN,Moscow,Data Scientist,RetailRocket,2021-12,Sxwat (aybatov),[Rank: 1000+] Sxwat (aybatov),1001.0
730,expert,pranshu,https://www.kaggle.com/pranshu29,0,3,1,11869,India,Uttar Pradesh,Noida,Data Science,OkCredit,2021-12,pranshu (pranshu29),[Rank: 1000+] pranshu (pranshu29),1001.0
731,expert,vanAmsen,https://www.kaggle.com/vanamsen,0,3,3,11864,Germany,Berlin,Berlin,Fund Manager,Berlin,2021-12,vanAmsen (vanamsen),[Rank: 1000+] vanAmsen (vanamsen),1001.0
732,expert,darkravager,https://www.kaggle.com/darkravager,0,3,4,11845,India,Uttar Pradesh,Kanpur,Student,"IIT,Dhanbad",2021-12,TG (darkravager),[Rank: 1000+] TG (darkravager),1001.0
733,expert,Kiet Chu,https://www.kaggle.com/kc3222,1,1,0,11843,United States,New York,New York,UNKOWN,UNKOWN,2021-12,Kiet Chu (kc3222),[Rank: 1000+] Kiet Chu (kc3222),1001.0
734,master,Konstantin Nikolaev,https://www.kaggle.com/kostoglot,2,5,0,11835,Russia,UNKOWN,Moscow,Analyst,VK,2021-12,Konstantin Nikolaev (kostoglot),[Rank: 1000+] Konstantin Nikolaev (kostoglot),1001.0
735,master,Yury Kashnitsky,https://www.kaggle.com/kashnitsky,1,5,2,11823,Netherlands,North Holland,Amsterdam,Senior Machine Learning Scientist,Elsevier,2021-12,Yury Kashnitsky (kashnitsky),[Rank: 1000+] Yury Kashnitsky (kashnitsky),1001.0
736,expert,Sandiago,https://www.kaggle.com/sandiago21,0,11,1,11791,Greece,UNKOWN,Athens,Machine Learning Engineer,UNKOWN,2021-12,Sandiago (sandiago21),[Rank: 446] Sandiago (sandiago21),446.0
737,expert,Vitaly Kudelya,https://www.kaggle.com/vitalykudelya,0,2,2,11768,Russia,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2021-12,Vitaly Kudelya (vitalykudelya),[Rank: 1000+] Vitaly Kudelya (vitalykudelya),1001.0
738,master,ym,https://www.kaggle.com/yeonmin,1,11,5,11744,South Korea,Gyeonggi-do,Yongin-si,UNKOWN,UNKOWN,2021-12,ym (yeonmin),[Rank: 1000+] ym (yeonmin),1001.0
739,grandmaster,Nima Shahbazi,https://www.kaggle.com/nimashahbazi,9,10,0,11737,Canada,Ontario,Toronto,President,Mindle.ai,2021-12,Nima Shahbazi (nimashahbazi),[Rank: 1000+] Nima Shahbazi (nimashahbazi),1001.0
740,expert,Anthony Chan,https://www.kaggle.com/anthonymarcz,0,4,4,11720,China,Shanghai,Shanghai,Algorithm Engineer,Deptrum,2021-12,Anthony Chan (anthonymarcz),[Rank: 1000+] Anthony Chan (anthonymarcz),1001.0
741,expert,Izotov,https://www.kaggle.com/izotov,0,1,2,11700,Russia,UNKOWN,Moscow,IT Project Manager,ITsBI,2021-12,Izotov (izotov),[Rank: 357] Izotov (izotov),357.0
742,expert,cold_star,https://www.kaggle.com/a406161167,0,0,2,11699,China,Jiangsu,Nanjing,Student,Tsinghua,2021-12,cold_star (a406161167),[Rank: 716] cold_star (a406161167),716.0
743,expert,Saksham_Aggarwal,https://www.kaggle.com/sakshamaggarwal,0,3,4,11673,India,Punjab,Chandigarh,Student,IIT (ISM) Dhanbad,2021-12,Saksham_Aggarwal (sakshamaggarwal),[Rank: 1000+] Saksham_Aggarwal (sakshamaggarwal),1001.0
744,master,Luis Andre Dutra e Silva,https://www.kaggle.com/mindcool,2,10,17,11669,Brazil,Federal District,Brasília,Data Scientist,Brazilian Court of Audit,2021-12,Luis Andre Dutra e Silva (mindcool),[Rank: 1000+] Luis Andre Dutra e Silva (mindcool),1001.0
745,expert,sazuma,https://www.kaggle.com/shoheiazuma,1,1,2,11659,Japan,Saitama,Saitama,Kaggler,home,2021-12,sazuma (shoheiazuma),[Rank: 926] sazuma (shoheiazuma),926.0
746,master,Ruslan Grimov,https://www.kaggle.com/mrnnnn,1,3,0,11658,Russia,Kursk Oblast,Kursk,ML engineer,OOO blblbl,2021-12,Ruslan Grimov (mrnnnn),[Rank: 1000+] Ruslan Grimov (mrnnnn),1001.0
747,expert,greylord1996,https://www.kaggle.com/greylord1996,0,2,3,11658,Russia,UNKOWN,Moscow,Student,MIPT,2021-12,Aleksandr Emchinov (greylord1996),[Rank: 1000+] Aleksandr Emchinov (greylord1996),1001.0
748,master,Gleb Anferov,https://www.kaggle.com/hitman47,2,9,4,11655,Russia,UNKOWN,Moscow,DS Team Lead,Sberbank,2021-12,Gleb Anferov (hitman47),[Rank: 669] Gleb Anferov (hitman47),669.0
749,expert,Peter CXL,https://www.kaggle.com/a6893676,0,2,1,11652,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2021-12,Peter CXL (a6893676),[Rank: 1000+] Peter CXL (a6893676),1001.0
750,expert,H.Ochiai,https://www.kaggle.com/dsohonosom,0,4,1,11648,Japan,Nara,Nara,System Engineer,UNKOWN,2021-12,H.Ochiai (dsohonosom),[Rank: 493] H.Ochiai (dsohonosom),493.0
751,expert,ikki1111,https://www.kaggle.com/kani23,0,4,4,11635,Japan,Fukuoka,Fukuoka,M2,BioInformatics,2021-12,ikki1111 (kani23),[Rank: 1000+] ikki1111 (kani23),1001.0
752,expert,Ebi,https://www.kaggle.com/ebinan92,0,3,0,11614,Japan,Tokyo,Tokyo,PhD Student,University of Tokyo,2021-12,Ebi (ebinan92),[Rank: 733] Ebi (ebinan92),733.0
753,master,Marisaka Mozz,https://www.kaggle.com/marisakamozz,1,2,0,11604,Japan,Tokyo,Tokyo,Data Scientist,"Japan Research Institute, Limited",2021-12,Marisaka Mozz (marisakamozz),[Rank: 1000+] Marisaka Mozz (marisakamozz),1001.0
754,grandmaster,Michael Jahrer,https://www.kaggle.com/mjahrer,16,11,3,11595,Austria,Styria,Graz,UNKOWN,UNKOWN,2021-12,Michael Jahrer (mjahrer),[Rank: 1000+] Michael Jahrer (mjahrer),1001.0
755,expert,ifashion,https://www.kaggle.com/ifashion,0,1,5,11589,United States,Washington,Seattle,Data Scientist,UNKOWN,2021-12,ifashion (ifashion),[Rank: 614] ifashion (ifashion),614.0
756,expert,Jung,https://www.kaggle.com/ratthachat,0,9,4,11583,Thailand,Nakhon Ratchasima,UNKOWN,AI Scientist / Writer,fb.me/thaikeras,2021-12,Jung (ratthachat),[Rank: 1000+] Jung (ratthachat),1001.0
757,master,Anastasia Karpovich,https://www.kaggle.com/user189546,4,2,0,11572,United States,California,San Francisco,Software Engineer - AI,LinkedIn,2021-12,Anastasia Karpovich (user189546),[Rank: 1000+] Anastasia Karpovich (user189546),1001.0
758,master,Jeremy Ma,https://www.kaggle.com/junweima,3,0,1,11552,Canada,Ontario,Toronto,Machine Learning Scientist,Layer6 AI,2021-12,Jeremy Ma (junweima),[Rank: 1000+] Jeremy Ma (junweima),1001.0
759,grandmaster,Shize Su,https://www.kaggle.com/sushize,17,20,7,11537,United States,Washington,Bellevue,Data & Applied Scientist,Microsoft,2021-12,Shize Su (sushize),[Rank: 1000+] Shize Su (sushize),1001.0
760,master,jayjay,https://www.kaggle.com/jayjay75,1,11,15,11535,France,Île-de-France,Paris,work,@Orange,2021-12,jayjay (jayjay75),[Rank: 869] jayjay (jayjay75),869.0
761,expert,emptyset3,https://www.kaggle.com/emptyset3,1,0,2,11519,Japan,Tokyo,Tokyo, , ,2021-12,emptyset3 (emptyset3),[Rank: 1000+] emptyset3 (emptyset3),1001.0
762,master,lemon,https://www.kaggle.com/wangzhaoxu,1,2,1,11513,Japan,Tokyo,Tokyo,AI engineer,Archaic,2021-12,lemon (wangzhaoxu),[Rank: 1000+] lemon (wangzhaoxu),1001.0
763,expert,TNT,https://www.kaggle.com/lunarmoon,0,2,0,11513,Japan,Osaka,Osaka,Engineer,work,2021-12,Luna (lunarmoon),[Rank: 1000+] Luna (lunarmoon),1001.0
764,expert,yasagure,https://www.kaggle.com/yasagure,0,4,4,11503,Japan,Tokyo,Tokyo,student,the University of Tokyo,2021-12,yasagure (yasagure),[Rank: 1000+] yasagure (yasagure),1001.0
765,master,Optimo,https://www.kaggle.com/optimo,1,3,3,11502,France,Île-de-France,Paris,R&D Datascientist,UNKOWN,2021-12,Optimo (optimo),[Rank: 441] Optimo (optimo),441.0
766,expert,skneko,https://www.kaggle.com/skneko,2,0,0,11493,Japan,Tokyo,Tokyo,Engineer, ,2021-12,Sk (skneko),[Rank: 1000+] Sk (skneko),1001.0
767,expert,Shibata,https://www.kaggle.com/yutoshibata,0,3,2,11473,Japan,Tokyo,Tokyo,Student,Tokyo,2021-12,Shibata (yutoshibata),[Rank: 1000+] Shibata (yutoshibata),1001.0
768,master,Matthew Wu,https://www.kaggle.com/chinesewuji,1,3,1,11472,China,Hubei,Wuhan,Student,Xi‘an Jiaotong University,2021-12,Matthew Wu (chinesewuji),[Rank: 1000+] Matthew Wu (chinesewuji),1001.0
769,master,Zhan Ik,https://www.kaggle.com/nuller,1,5,3,11468,UNKOWN,UNKOWN,UNKOWN,br,an,2021-12,Zhan Ik (nuller),[Rank: 1000+] Zhan Ik (nuller),1001.0
770,expert,Joni Juvonen,https://www.kaggle.com/qitvision,0,4,6,11458,Finland,UNKOWN,Turku,Senior AI Engineer,Silo AI,2021-12,Joni Juvonen (qitvision),[Rank: 471] Joni Juvonen (qitvision),471.0
771,master,Mehdi Pedram,https://www.kaggle.com/pedram,2,3,0,11444,Australia,Victoria,Nowhere Creek,Data Scientist,lums,2021-12,Mehdi Pedram (pedram),[Rank: 1000+] Mehdi Pedram (pedram),1001.0
772,master,Zili Wang,https://www.kaggle.com/ziliwang,1,2,3,11435,China,Sichuan,Chengdu,NLP engineer,Chengdu,2021-12,Zili Wang (ziliwang),[Rank: 1000+] Zili Wang (ziliwang),1001.0
773,master,Yura Trubitsyn,https://www.kaggle.com/yuratrubitsyn,2,5,1,11425,Russia,UNKOWN,Moscow,Free,the Universe,2021-12,Yura Trubitsyn (yuratrubitsyn),[Rank: 1000+] Yura Trubitsyn (yuratrubitsyn),1001.0
774,expert,Yuya Shintani,https://www.kaggle.com/uplus26e7,0,2,1,11421,Japan,Kanagawa,Fujisawa,UNKOWN,UNKOWN,2021-12,Yuya Shintani (uplus26e7),[Rank: 596] Yuya Shintani (uplus26e7),596.0
775,master,Looking for Luck,https://www.kaggle.com/fanwenping,1,2,0,11420,Germany,Bavaria,Amerang,Hard-working Farmer,Tsinghua,2021-12,Looking for Luck (fanwenping),[Rank: 1000+] Looking for Luck (fanwenping),1001.0
776,expert,Vikrant,https://www.kaggle.com/vikrant06,1,1,2,11406,India,Karnataka,Bengaluru,Data Scientist,HSBC ,2021-12,Vikrant (vikrant06),[Rank: 1000+] Vikrant (vikrant06),1001.0
777,expert,yuya,https://www.kaggle.com/yuomori,0,1,2,11396,Japan,Tokyo,Tokyo,AI Engineer,UNKOWN,2021-12,yuya (yuomori),[Rank: 1000+] yuya (yuomori),1001.0
778,master,nlgn,https://www.kaggle.com/kingychiu,4,5,1,11367,Hong Kong,UNKOWN,Hong Kong,Software Engineer,Clover Health,2021-12,nlgn (kingychiu),[Rank: 1000+] nlgn (kingychiu),1001.0
779,expert,Mekhdi Gakhramanian,https://www.kaggle.com/mekhdigakhramanian,0,0,4,11360,Russia,UNKOWN,Moscow,Head of Digital Marketing,Amacorp | Machine learning enthusiast,2021-12,Mekhdi Gakhramanian (mekhdigakhramanian),[Rank: 1000+] Mekhdi Gakhramanian (mekhdigakhramanian),1001.0
780,expert,Neo Zhao,https://www.kaggle.com/laplaceplanet,0,5,1,11352,China,Shanghai,Shanghai,Student,University of Science and Technology of China,2021-12,Neo Zhao (laplaceplanet),[Rank: 952] Neo Zhao (laplaceplanet),952.0
781,master,Li-Der,https://www.kaggle.com/liderchang,3,22,5,11348,United States,Massachusetts,Ludlow,Ph.D. in ECE,"University of Florida, U.S.",2021-12,Li-Der (liderchang),[Rank: 907] Li-Der (liderchang),907.0
782,expert,Benjamin Minixhofer,https://www.kaggle.com/bminixhofer,2,0,2,11319,Austria,Upper Austria,Linz,Studying AI,JKU Linz,2021-12,Benjamin Minixhofer (bminixhofer),[Rank: 1000+] Benjamin Minixhofer (bminixhofer),1001.0
783,expert,AndNov,https://www.kaggle.com/andnov,0,0,2,11308,Indonesia,Jakarta,Jakarta,IT Consultant,Independent,2021-12,AndNov (andnov),[Rank: 347] AndNov (andnov),347.0
784,master,Jeong-Yoon Lee,https://www.kaggle.com/jeongyoonlee,8,23,15,11298,United States,California,Los Angeles,Sr. Research Scientist,Netflix,2021-12,Jeong-Yoon Lee (jeongyoonlee),[Rank: 1000+] Jeong-Yoon Lee (jeongyoonlee),1001.0
785,expert,zakopuro,https://www.kaggle.com/zakopur0,0,6,1,11284,Japan,Tokyo,Tokyo,Data Scientist,Japan,2021-12,zakopuro (zakopur0),[Rank: 438] zakopuro (zakopur0),438.0
786,master,Kouki,https://www.kaggle.com/kokitanisaka,1,3,0,11275,Japan,Nagano,Nagano,Software Engineer,IT Company,2021-12,Kouki (kokitanisaka),[Rank: 1000+] Kouki (kokitanisaka),1001.0
787,grandmaster,Komaki,https://www.kaggle.com/ckomaki,5,7,3,11269,United States,UNKOWN,UNKOWN,Software Engineer,UNKOWN,2021-12,Komaki (ckomaki),[Rank: 1000+] Komaki (ckomaki),1001.0
788,expert,Mikhail Druzhinin,https://www.kaggle.com/dipetm,1,1,0,11266,Russia,UNKOWN,Saint Petersburg,"Developer, CV engeneer",Simicon,2021-12,Mikhail Druzhinin (dipetm),[Rank: 1000+] Mikhail Druzhinin (dipetm),1001.0
789,master,Wenlu,https://www.kaggle.com/ywenlu,1,2,0,11263,France,Île-de-France,Paris,PhD student,UPMC,2021-12,Wenlu (ywenlu),[Rank: 1000+] Wenlu (ywenlu),1001.0
790,expert,FabienDaniel,https://www.kaggle.com/fabiendaniel,0,8,1,11259,France,Occitanie,Toulouse,Data Scientist,Continental,2021-12,FabienDaniel (fabiendaniel),[Rank: 1000+] FabienDaniel (fabiendaniel),1001.0
791,expert,Hayk Sargsyan,https://www.kaggle.com/sarhayk,1,1,0,11255,Switzerland,Zurich,Zürich,CTO,EPha,2021-12,Hayk Sargsyan (sarhayk),[Rank: 1000+] Hayk Sargsyan (sarhayk),1001.0
792,expert,Kaoru Sasakawa,https://www.kaggle.com/kaorusasakawa,0,2,1,11248,Japan,Hyogo,Kobe,Visiting Researcher,University of Tsukuba,2021-12,Kaoru Sasakawa (kaorusasakawa),[Rank: 1000+] Kaoru Sasakawa (kaorusasakawa),1001.0
793,expert,sakaya,https://www.kaggle.com/ysakatani,0,1,2,11247,Japan,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2021-12,sakaya (ysakatani),[Rank: 1000+] sakaya (ysakatani),1001.0
794,expert,Frank Guo,https://www.kaggle.com/frankguo824,0,4,4,11245,China,Guangdong Province,Shenzhen,Technology lead,Infosys,2021-12,Frank Guo (frankguo824),[Rank: 1000+] Frank Guo (frankguo824),1001.0
795,grandmaster,weiwei,https://www.kaggle.com/shixw125,9,6,4,11235,China,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2021-12,weiwei (shixw125),[Rank: 1000+] weiwei (shixw125),1001.0
796,master,chizhu,https://www.kaggle.com/chizhu2018,4,7,3,11211,China,Chongqing,Chongqing,Student,CQUPT,2021-12,chizhu (chizhu2018),[Rank: 975] chizhu (chizhu2018),975.0
797,master,Artem.Sanakoev,https://www.kaggle.com/asanakoev,4,1,1,11204,Germany,Baden-Württemberg,Heidelberg,Computer Vision Researcher,Heidelberg University,2021-12,Artem.Sanakoev (asanakoev),[Rank: 1000+] Artem.Sanakoev (asanakoev),1001.0
798,grandmaster,Ilya Kibardin,https://www.kaggle.com/ikibardin,5,7,1,11194,Russia,UNKOWN,Moscow,Machine Learning Engineer,Yandex,2021-12,Ilya Kibardin (ikibardin),[Rank: 1000+] Ilya Kibardin (ikibardin),1001.0
799,expert,Jihun Lorenzo Park,https://www.kaggle.com/jihunlorenzopark,1,1,2,11152,South Korea,Gyeongsangbuk-do,Pohang-si,Graduate Student,Pohang University of Science and Technology,2021-12,Jihun Lorenzo Park (jihunlorenzopark),[Rank: 1000+] Jihun Lorenzo Park (jihunlorenzopark),1001.0
800,master,Jhui He,https://www.kaggle.com/hesene,4,2,1,11147,China,Shaanxi,Xi'an,Student,Home,2021-12,He (hesene),[Rank: 187] He (hesene),187.0
801,expert,tomo20180402,https://www.kaggle.com/tomo20180402,0,5,2,11139,Japan,Tokyo,Tokyo,UNKOWN,UNKOWN,2021-12,tomo20180402 (tomo20180402),[Rank: 310] tomo20180402 (tomo20180402),310.0
802,master,kenmatsu4,https://www.kaggle.com/kenmatsu4,1,7,5,11117,Japan,Tokyo,Tokyo,Data Scientist,DeNA / Mobility Technologies,2021-12,kenmatsu4 (kenmatsu4),[Rank: 1000+] kenmatsu4 (kenmatsu4),1001.0
803,master,x0x0w1,https://www.kaggle.com/x0x0w1,2,17,3,11117,Ukraine,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2021-12,x0x0w1 (x0x0w1),[Rank: 1000+] x0x0w1 (x0x0w1),1001.0
804,expert,yuvaramsingh,https://www.kaggle.com/yuvaramsingh,0,3,0,11117,India,Tamil Nadu,Chennai,Lead engineer,HCL technologies,2021-12,yuvaramsingh (yuvaramsingh),[Rank: 551] yuvaramsingh (yuvaramsingh),551.0
805,expert,Minh Tri Phan,https://www.kaggle.com/shinomoriaoshi,0,6,0,11107,Switzerland,St. Gallen,St. Gallen,Research Assistant,University of St.Gallen,2021-12,Minh Tri Phan (shinomoriaoshi),[Rank: 421] Minh Tri Phan (shinomoriaoshi),421.0
806,master,ishtos,https://www.kaggle.com/tiginkgo,1,6,0,11052,Japan,Tokyo,Minato City,Software Engineer,Financial Company,2021-12,ishtos (tiginkgo),[Rank: 978] ishtos (tiginkgo),978.0
807,master,Roman Vlasov,https://www.kaggle.com/romavlasov,2,3,0,11043,United States,California,San Francisco,Head of Machine Learning,XIX.ai,2021-12,Roman Vlasov (romavlasov),[Rank: 1000+] Roman Vlasov (romavlasov),1001.0
808,master,Thang Nguyen,https://www.kaggle.com/thangylvp,2,1,0,11036,Vietnam,Hanoi,Hanoi,Intern,Institute of Big Data - Vingroup,2021-12,Thang Nguyen (thangylvp),[Rank: 1000+] Thang Nguyen (thangylvp),1001.0
809,expert,cjwh,https://www.kaggle.com/pwh70411,0,5,1,11035,Canada,Ontario,Toronto,UNKOWN,UNKOWN,2021-12,cjwh (pwh70411),[Rank: 713] cjwh (pwh70411),713.0
810,expert,haoyuan wu,https://www.kaggle.com/haoyuanwu,0,5,1,11018,China,Guangdong Province,Guangzhou,stu,SUN YAT-SEN UNIVERSITY,2021-12,haoyuan wu (haoyuanwu),[Rank: 1000+] haoyuan wu (haoyuanwu),1001.0
811,expert,Yimin,https://www.kaggle.com/woshifym,2,0,2,11015,Canada,Ontario,Toronto,DA,Toronto,2021-12,Yimin (woshifym),[Rank: 1000+] Yimin (woshifym),1001.0
812,expert,HYC,https://www.kaggle.com/hycloud,2,0,0,11015,China,Shanghai,Shanghai,Deep Learning,gpushare.com,2021-12,hycloud (hycloud),[Rank: 675] hycloud (hycloud),675.0
813,expert,jleecook,https://www.kaggle.com/jleecook,1,1,2,11012,United States,Michigan,Detroit,"Actuary, FSA",Society of Actuaries,2021-12,Joe Cook-Shugart (jleecook),[Rank: 459] Joe Cook-Shugart (jleecook),459.0
814,expert,MachineLP,https://www.kaggle.com/machinelp,0,6,4,11011,China,Fujian,Xiamen,kaggle,night,2021-12,MachineLP (machinelp),[Rank: 1000+] MachineLP (machinelp),1001.0
815,expert,QuantumDamage,https://www.kaggle.com/quantumdamage,0,1,1,11007,Poland,Lower Silesian Voivodeship,Wrocław,Self Appointed Data Scientist,Damian Melniczuk's Holistic Data Agency,2021-12,QuantumDamage (quantumdamage),[Rank: 1000+] QuantumDamage (quantumdamage),1001.0
816,expert,sukekiyo,https://www.kaggle.com/kyosato,0,3,1,10954,Japan,Tokyo,Tokyo,Data analyst,KLTD,2021-12,sukekiyo (kyosato),[Rank: 1000+] sukekiyo (kyosato),1001.0
817,grandmaster,Dmitrii Tsybulevskii,https://www.kaggle.com/u1234x1234,5,0,6,10935,Russia,Chelyabinsk Oblast,Chelyabinsk,UNKOWN,UNKOWN,2021-12,Dmitrii Tsybulevskii (u1234x1234),[Rank: 1000+] Dmitrii Tsybulevskii (u1234x1234),1001.0
818,expert,ammarali32,https://www.kaggle.com/ammarali32,0,2,3,10910,Russia,UNKOWN,Saint Petersburg,Programmer,ITMO university,2021-12,ammarali32 (ammarali32),[Rank: 455] ammarali32 (ammarali32),455.0
819,expert,PantsOfLuck,https://www.kaggle.com/pansofluck,0,0,2,10891,Russia,UNKOWN,Saint Petersburg,Research Engineer,LGE Russia R&D Lab,2021-12,PantsOfLuck (pansofluck),[Rank: 1000+] PantsOfLuck (pansofluck),1001.0
820,master,chicm,https://www.kaggle.com/idv2005,3,8,9,10883,China,Beijing,Beijing,Software Engineer,Beijing,2021-12,chicm (idv2005),[Rank: 1000+] chicm (idv2005),1001.0
821,expert,agenlu,https://www.kaggle.com/agenlu,0,5,5,10880,Spain,Andalusia,Cádiz,Engineer, some place,2021-12,agenlu (agenlu),[Rank: 804] agenlu (agenlu),804.0
